timestamp,camera,image_path,label_path,n_cows,datetime_cdt,split
1690272161,cam_1,data\raw\visual_data\images\0725\cam_1\1690272161_03-02-41.jpg,data\raw\visual_data\labels\combined\0725\cam_1\1690272161_03-02-41.txt,8,2023-07-25 03:02:41,train
1690272176,cam_1,data\raw\visual_data\images\0725\cam_1\1690272176_03-02-56.jpg,data\raw\visual_data\labels\combined\0725\cam_1\1690272176_03-02-56.txt,8,2023-07-25 03:02:56,train
1690272191,cam_1,data\raw\visual_data\images\0725\cam_1\1690272191_03-03-11.jpg,data\raw\visual_data\labels\combined\0725\cam_1\1690272191_03-03-11.txt,8,2023-07-25 03:03:11,train
1690272206,cam_1,data\raw\visual_data\images\0725\cam_1\1690272206_03-03-26.jpg,data\raw\visual_data\labels\combined\0725\cam_1\1690272206_03-03-26.txt,8,2023-07-25 03:03:26,train
1690272221,cam_1,data\raw\visual_data\images\0725\cam_1\1690272221_03-03-41.jpg,data\raw\visual_data\labels\combined\0725\cam_1\1690272221_03-03-41.txt,8,2023-07-25 03:03:41,train
1690272236,cam_1,data\raw\visual_data\images\0725\cam_1\1690272236_03-03-56.jpg,data\raw\visual_data\labels\combined\0725\cam_1\1690272236_03-03-56.txt,8,2023-07-25 03:03:56,train
1690272251,cam_1,data\raw\visual_data\images\0725\cam_1\1690272251_03-04-11.jpg,data\raw\visual_data\labels\combined\0725\cam_1\1690272251_03-04-11.txt,8,2023-07-25 03:04:11,train
1690272266,cam_1,data\raw\visual_data\images\0725\cam_1\1690272266_03-04-26.jpg,data\raw\visual_data\labels\combined\0725\cam_1\1690272266_03-04-26.txt,8,2023-07-25 03:04:26,train
1690272281,cam_1,data\raw\visual_data\images\0725\cam_1\1690272281_03-04-41.jpg,data\raw\visual_data\labels\combined\0725\cam_1\1690272281_03-04-41.txt,7,2023-07-25 03:04:41,train
1690272296,cam_1,data\raw\visual_data\images\0725\cam_1\1690272296_03-04-56.jpg,data\raw\visual_data\labels\combined\0725\cam_1\1690272296_03-04-56.txt,7,2023-07-25 03:04:56,train
1690272311,cam_1,data\raw\visual_data\images\0725\cam_1\1690272311_03-05-11.jpg,data\raw\visual_data\labels\combined\0725\cam_1\1690272311_03-05-11.txt,7,2023-07-25 03:05:11,train
1690272326,cam_1,data\raw\visual_data\images\0725\cam_1\1690272326_03-05-26.jpg,data\raw\visual_data\labels\combined\0725\cam_1\1690272326_03-05-26.txt,7,2023-07-25 03:05:26,train
1690272341,cam_1,data\raw\visual_data\images\0725\cam_1\1690272341_03-05-41.jpg,data\raw\visual_data\labels\combined\0725\cam_1\1690272341_03-05-41.txt,8,2023-07-25 03:05:41,train
1690272356,cam_1,data\raw\visual_data\images\0725\cam_1\1690272356_03-05-56.jpg,data\raw\visual_data\labels\combined\0725\cam_1\1690272356_03-05-56.txt,8,2023-07-25 03:05:56,train
1690272371,cam_1,data\raw\visual_data\images\0725\cam_1\1690272371_03-06-11.jpg,data\raw\visual_data\labels\combined\0725\cam_1\1690272371_03-06-11.txt,8,2023-07-25 03:06:11,train
1690272386,cam_1,data\raw\visual_data\images\0725\cam_1\1690272386_03-06-26.jpg,data\raw\visual_data\labels\combined\0725\cam_1\1690272386_03-06-26.txt,8,2023-07-25 03:06:26,train
1690272401,cam_1,data\raw\visual_data\images\0725\cam_1\1690272401_03-06-41.jpg,data\raw\visual_data\labels\combined\0725\cam_1\1690272401_03-06-41.txt,8,2023-07-25 03:06:41,train
1690272416,cam_1,data\raw\visual_data\images\0725\cam_1\1690272416_03-06-56.jpg,data\raw\visual_data\labels\combined\0725\cam_1\1690272416_03-06-56.txt,8,2023-07-25 03:06:56,train
1690272431,cam_1,data\raw\visual_data\images\0725\cam_1\1690272431_03-07-11.jpg,data\raw\visual_data\labels\combined\0725\cam_1\1690272431_03-07-11.txt,8,2023-07-25 03:07:11,train
1690272446,cam_1,data\raw\visual_data\images\0725\cam_1\1690272446_03-07-26.jpg,data\raw\visual_data\labels\combined\0725\cam_1\1690272446_03-07-26.txt,8,2023-07-25 03:07:26,train
1690272461,cam_1,data\raw\visual_data\images\0725\cam_1\1690272461_03-07-41.jpg,data\raw\visual_data\labels\combined\0725\cam_1\1690272461_03-07-41.txt,8,2023-07-25 03:07:41,train
1690272476,cam_1,data\raw\visual_data\images\0725\cam_1\1690272476_03-07-56.jpg,data\raw\visual_data\labels\combined\0725\cam_1\1690272476_03-07-56.txt,8,2023-07-25 03:07:56,train
1690272491,cam_1,data\raw\visual_data\images\0725\cam_1\1690272491_03-08-11.jpg,data\raw\visual_data\labels\combined\0725\cam_1\1690272491_03-08-11.txt,8,2023-07-25 03:08:11,train
1690272506,cam_1,data\raw\visual_data\images\0725\cam_1\1690272506_03-08-26.jpg,data\raw\visual_data\labels\combined\0725\cam_1\1690272506_03-08-26.txt,8,2023-07-25 03:08:26,train
1690272521,cam_1,data\raw\visual_data\images\0725\cam_1\1690272521_03-08-41.jpg,data\raw\visual_data\labels\combined\0725\cam_1\1690272521_03-08-41.txt,8,2023-07-25 03:08:41,train
1690272536,cam_1,data\raw\visual_data\images\0725\cam_1\1690272536_03-08-56.jpg,data\raw\visual_data\labels\combined\0725\cam_1\1690272536_03-08-56.txt,8,2023-07-25 03:08:56,train
1690272551,cam_1,data\raw\visual_data\images\0725\cam_1\1690272551_03-09-11.jpg,data\raw\visual_data\labels\combined\0725\cam_1\1690272551_03-09-11.txt,8,2023-07-25 03:09:11,train
1690272566,cam_1,data\raw\visual_data\images\0725\cam_1\1690272566_03-09-26.jpg,data\raw\visual_data\labels\combined\0725\cam_1\1690272566_03-09-26.txt,8,2023-07-25 03:09:26,train
1690272581,cam_1,data\raw\visual_data\images\0725\cam_1\1690272581_03-09-41.jpg,data\raw\visual_data\labels\combined\0725\cam_1\1690272581_03-09-41.txt,8,2023-07-25 03:09:41,train
1690272596,cam_1,data\raw\visual_data\images\0725\cam_1\1690272596_03-09-56.jpg,data\raw\visual_data\labels\combined\0725\cam_1\1690272596_03-09-56.txt,8,2023-07-25 03:09:56,train
1690272611,cam_1,data\raw\visual_data\images\0725\cam_1\1690272611_03-10-11.jpg,data\raw\visual_data\labels\combined\0725\cam_1\1690272611_03-10-11.txt,8,2023-07-25 03:10:11,train
1690272626,cam_1,data\raw\visual_data\images\0725\cam_1\1690272626_03-10-26.jpg,data\raw\visual_data\labels\combined\0725\cam_1\1690272626_03-10-26.txt,8,2023-07-25 03:10:26,train
1690272641,cam_1,data\raw\visual_data\images\0725\cam_1\1690272641_03-10-41.jpg,data\raw\visual_data\labels\combined\0725\cam_1\1690272641_03-10-41.txt,9,2023-07-25 03:10:41,train
1690272656,cam_1,data\raw\visual_data\images\0725\cam_1\1690272656_03-10-56.jpg,data\raw\visual_data\labels\combined\0725\cam_1\1690272656_03-10-56.txt,9,2023-07-25 03:10:56,train
1690272671,cam_1,data\raw\visual_data\images\0725\cam_1\1690272671_03-11-11.jpg,data\raw\visual_data\labels\combined\0725\cam_1\1690272671_03-11-11.txt,9,2023-07-25 03:11:11,train
1690272686,cam_1,data\raw\visual_data\images\0725\cam_1\1690272686_03-11-26.jpg,data\raw\visual_data\labels\combined\0725\cam_1\1690272686_03-11-26.txt,9,2023-07-25 03:11:26,train
1690272701,cam_1,data\raw\visual_data\images\0725\cam_1\1690272701_03-11-41.jpg,data\raw\visual_data\labels\combined\0725\cam_1\1690272701_03-11-41.txt,8,2023-07-25 03:11:41,train
1690272716,cam_1,data\raw\visual_data\images\0725\cam_1\1690272716_03-11-56.jpg,data\raw\visual_data\labels\combined\0725\cam_1\1690272716_03-11-56.txt,10,2023-07-25 03:11:56,train
1690272731,cam_1,data\raw\visual_data\images\0725\cam_1\1690272731_03-12-11.jpg,data\raw\visual_data\labels\combined\0725\cam_1\1690272731_03-12-11.txt,11,2023-07-25 03:12:11,train
1690272746,cam_1,data\raw\visual_data\images\0725\cam_1\1690272746_03-12-26.jpg,data\raw\visual_data\labels\combined\0725\cam_1\1690272746_03-12-26.txt,11,2023-07-25 03:12:26,train
1690272761,cam_1,data\raw\visual_data\images\0725\cam_1\1690272761_03-12-41.jpg,data\raw\visual_data\labels\combined\0725\cam_1\1690272761_03-12-41.txt,11,2023-07-25 03:12:41,train
1690272776,cam_1,data\raw\visual_data\images\0725\cam_1\1690272776_03-12-56.jpg,data\raw\visual_data\labels\combined\0725\cam_1\1690272776_03-12-56.txt,11,2023-07-25 03:12:56,train
1690272791,cam_1,data\raw\visual_data\images\0725\cam_1\1690272791_03-13-11.jpg,data\raw\visual_data\labels\combined\0725\cam_1\1690272791_03-13-11.txt,11,2023-07-25 03:13:11,train
1690272806,cam_1,data\raw\visual_data\images\0725\cam_1\1690272806_03-13-26.jpg,data\raw\visual_data\labels\combined\0725\cam_1\1690272806_03-13-26.txt,11,2023-07-25 03:13:26,train
1690272821,cam_1,data\raw\visual_data\images\0725\cam_1\1690272821_03-13-41.jpg,data\raw\visual_data\labels\combined\0725\cam_1\1690272821_03-13-41.txt,11,2023-07-25 03:13:41,train
1690272836,cam_1,data\raw\visual_data\images\0725\cam_1\1690272836_03-13-56.jpg,data\raw\visual_data\labels\combined\0725\cam_1\1690272836_03-13-56.txt,11,2023-07-25 03:13:56,train
1690272851,cam_1,data\raw\visual_data\images\0725\cam_1\1690272851_03-14-11.jpg,data\raw\visual_data\labels\combined\0725\cam_1\1690272851_03-14-11.txt,11,2023-07-25 03:14:11,train
1690272866,cam_1,data\raw\visual_data\images\0725\cam_1\1690272866_03-14-26.jpg,data\raw\visual_data\labels\combined\0725\cam_1\1690272866_03-14-26.txt,11,2023-07-25 03:14:26,train
1690272881,cam_1,data\raw\visual_data\images\0725\cam_1\1690272881_03-14-41.jpg,data\raw\visual_data\labels\combined\0725\cam_1\1690272881_03-14-41.txt,11,2023-07-25 03:14:41,train
1690272896,cam_1,data\raw\visual_data\images\0725\cam_1\1690272896_03-14-56.jpg,data\raw\visual_data\labels\combined\0725\cam_1\1690272896_03-14-56.txt,11,2023-07-25 03:14:56,train
1690272911,cam_1,data\raw\visual_data\images\0725\cam_1\1690272911_03-15-11.jpg,data\raw\visual_data\labels\combined\0725\cam_1\1690272911_03-15-11.txt,11,2023-07-25 03:15:11,train
1690272926,cam_1,data\raw\visual_data\images\0725\cam_1\1690272926_03-15-26.jpg,data\raw\visual_data\labels\combined\0725\cam_1\1690272926_03-15-26.txt,12,2023-07-25 03:15:26,train
1690272941,cam_1,data\raw\visual_data\images\0725\cam_1\1690272941_03-15-41.jpg,data\raw\visual_data\labels\combined\0725\cam_1\1690272941_03-15-41.txt,12,2023-07-25 03:15:41,train
1690272956,cam_1,data\raw\visual_data\images\0725\cam_1\1690272956_03-15-56.jpg,data\raw\visual_data\labels\combined\0725\cam_1\1690272956_03-15-56.txt,12,2023-07-25 03:15:56,train
1690272971,cam_1,data\raw\visual_data\images\0725\cam_1\1690272971_03-16-11.jpg,data\raw\visual_data\labels\combined\0725\cam_1\1690272971_03-16-11.txt,12,2023-07-25 03:16:11,train
1690272986,cam_1,data\raw\visual_data\images\0725\cam_1\1690272986_03-16-26.jpg,data\raw\visual_data\labels\combined\0725\cam_1\1690272986_03-16-26.txt,12,2023-07-25 03:16:26,train
1690273001,cam_1,data\raw\visual_data\images\0725\cam_1\1690273001_03-16-41.jpg,data\raw\visual_data\labels\combined\0725\cam_1\1690273001_03-16-41.txt,12,2023-07-25 03:16:41,train
1690273016,cam_1,data\raw\visual_data\images\0725\cam_1\1690273016_03-16-56.jpg,data\raw\visual_data\labels\combined\0725\cam_1\1690273016_03-16-56.txt,12,2023-07-25 03:16:56,train
1690273031,cam_1,data\raw\visual_data\images\0725\cam_1\1690273031_03-17-11.jpg,data\raw\visual_data\labels\combined\0725\cam_1\1690273031_03-17-11.txt,12,2023-07-25 03:17:11,train
1690273046,cam_1,data\raw\visual_data\images\0725\cam_1\1690273046_03-17-26.jpg,data\raw\visual_data\labels\combined\0725\cam_1\1690273046_03-17-26.txt,12,2023-07-25 03:17:26,train
1690273061,cam_1,data\raw\visual_data\images\0725\cam_1\1690273061_03-17-41.jpg,data\raw\visual_data\labels\combined\0725\cam_1\1690273061_03-17-41.txt,12,2023-07-25 03:17:41,train
1690273076,cam_1,data\raw\visual_data\images\0725\cam_1\1690273076_03-17-56.jpg,data\raw\visual_data\labels\combined\0725\cam_1\1690273076_03-17-56.txt,12,2023-07-25 03:17:56,train
1690273091,cam_1,data\raw\visual_data\images\0725\cam_1\1690273091_03-18-11.jpg,data\raw\visual_data\labels\combined\0725\cam_1\1690273091_03-18-11.txt,12,2023-07-25 03:18:11,train
1690273106,cam_1,data\raw\visual_data\images\0725\cam_1\1690273106_03-18-26.jpg,data\raw\visual_data\labels\combined\0725\cam_1\1690273106_03-18-26.txt,12,2023-07-25 03:18:26,train
1690273121,cam_1,data\raw\visual_data\images\0725\cam_1\1690273121_03-18-41.jpg,data\raw\visual_data\labels\combined\0725\cam_1\1690273121_03-18-41.txt,12,2023-07-25 03:18:41,train
1690273136,cam_1,data\raw\visual_data\images\0725\cam_1\1690273136_03-18-56.jpg,data\raw\visual_data\labels\combined\0725\cam_1\1690273136_03-18-56.txt,12,2023-07-25 03:18:56,train
1690273151,cam_1,data\raw\visual_data\images\0725\cam_1\1690273151_03-19-11.jpg,data\raw\visual_data\labels\combined\0725\cam_1\1690273151_03-19-11.txt,12,2023-07-25 03:19:11,train
1690273166,cam_1,data\raw\visual_data\images\0725\cam_1\1690273166_03-19-26.jpg,data\raw\visual_data\labels\combined\0725\cam_1\1690273166_03-19-26.txt,12,2023-07-25 03:19:26,train
1690273181,cam_1,data\raw\visual_data\images\0725\cam_1\1690273181_03-19-41.jpg,data\raw\visual_data\labels\combined\0725\cam_1\1690273181_03-19-41.txt,12,2023-07-25 03:19:41,train
1690273196,cam_1,data\raw\visual_data\images\0725\cam_1\1690273196_03-19-56.jpg,data\raw\visual_data\labels\combined\0725\cam_1\1690273196_03-19-56.txt,12,2023-07-25 03:19:56,train
1690273211,cam_1,data\raw\visual_data\images\0725\cam_1\1690273211_03-20-11.jpg,data\raw\visual_data\labels\combined\0725\cam_1\1690273211_03-20-11.txt,12,2023-07-25 03:20:11,train
1690273226,cam_1,data\raw\visual_data\images\0725\cam_1\1690273226_03-20-26.jpg,data\raw\visual_data\labels\combined\0725\cam_1\1690273226_03-20-26.txt,12,2023-07-25 03:20:26,train
1690273241,cam_1,data\raw\visual_data\images\0725\cam_1\1690273241_03-20-41.jpg,data\raw\visual_data\labels\combined\0725\cam_1\1690273241_03-20-41.txt,12,2023-07-25 03:20:41,train
1690273256,cam_1,data\raw\visual_data\images\0725\cam_1\1690273256_03-20-56.jpg,data\raw\visual_data\labels\combined\0725\cam_1\1690273256_03-20-56.txt,12,2023-07-25 03:20:56,train
1690273271,cam_1,data\raw\visual_data\images\0725\cam_1\1690273271_03-21-11.jpg,data\raw\visual_data\labels\combined\0725\cam_1\1690273271_03-21-11.txt,12,2023-07-25 03:21:11,train
1690273286,cam_1,data\raw\visual_data\images\0725\cam_1\1690273286_03-21-26.jpg,data\raw\visual_data\labels\combined\0725\cam_1\1690273286_03-21-26.txt,12,2023-07-25 03:21:26,train
1690273301,cam_1,data\raw\visual_data\images\0725\cam_1\1690273301_03-21-41.jpg,data\raw\visual_data\labels\combined\0725\cam_1\1690273301_03-21-41.txt,12,2023-07-25 03:21:41,train
1690273316,cam_1,data\raw\visual_data\images\0725\cam_1\1690273316_03-21-56.jpg,data\raw\visual_data\labels\combined\0725\cam_1\1690273316_03-21-56.txt,12,2023-07-25 03:21:56,train
1690273331,cam_1,data\raw\visual_data\images\0725\cam_1\1690273331_03-22-11.jpg,data\raw\visual_data\labels\combined\0725\cam_1\1690273331_03-22-11.txt,12,2023-07-25 03:22:11,train
1690273346,cam_1,data\raw\visual_data\images\0725\cam_1\1690273346_03-22-26.jpg,data\raw\visual_data\labels\combined\0725\cam_1\1690273346_03-22-26.txt,12,2023-07-25 03:22:26,train
1690273361,cam_1,data\raw\visual_data\images\0725\cam_1\1690273361_03-22-41.jpg,data\raw\visual_data\labels\combined\0725\cam_1\1690273361_03-22-41.txt,12,2023-07-25 03:22:41,train
1690273376,cam_1,data\raw\visual_data\images\0725\cam_1\1690273376_03-22-56.jpg,data\raw\visual_data\labels\combined\0725\cam_1\1690273376_03-22-56.txt,12,2023-07-25 03:22:56,train
1690273391,cam_1,data\raw\visual_data\images\0725\cam_1\1690273391_03-23-11.jpg,data\raw\visual_data\labels\combined\0725\cam_1\1690273391_03-23-11.txt,12,2023-07-25 03:23:11,train
1690273406,cam_1,data\raw\visual_data\images\0725\cam_1\1690273406_03-23-26.jpg,data\raw\visual_data\labels\combined\0725\cam_1\1690273406_03-23-26.txt,12,2023-07-25 03:23:26,train
1690273421,cam_1,data\raw\visual_data\images\0725\cam_1\1690273421_03-23-41.jpg,data\raw\visual_data\labels\combined\0725\cam_1\1690273421_03-23-41.txt,12,2023-07-25 03:23:41,train
1690273436,cam_1,data\raw\visual_data\images\0725\cam_1\1690273436_03-23-56.jpg,data\raw\visual_data\labels\combined\0725\cam_1\1690273436_03-23-56.txt,12,2023-07-25 03:23:56,train
1690273451,cam_1,data\raw\visual_data\images\0725\cam_1\1690273451_03-24-11.jpg,data\raw\visual_data\labels\combined\0725\cam_1\1690273451_03-24-11.txt,12,2023-07-25 03:24:11,train
1690273466,cam_1,data\raw\visual_data\images\0725\cam_1\1690273466_03-24-26.jpg,data\raw\visual_data\labels\combined\0725\cam_1\1690273466_03-24-26.txt,12,2023-07-25 03:24:26,train
1690273481,cam_1,data\raw\visual_data\images\0725\cam_1\1690273481_03-24-41.jpg,data\raw\visual_data\labels\combined\0725\cam_1\1690273481_03-24-41.txt,12,2023-07-25 03:24:41,train
1690273496,cam_1,data\raw\visual_data\images\0725\cam_1\1690273496_03-24-56.jpg,data\raw\visual_data\labels\combined\0725\cam_1\1690273496_03-24-56.txt,12,2023-07-25 03:24:56,train
1690273511,cam_1,data\raw\visual_data\images\0725\cam_1\1690273511_03-25-11.jpg,data\raw\visual_data\labels\combined\0725\cam_1\1690273511_03-25-11.txt,12,2023-07-25 03:25:11,train
1690273526,cam_1,data\raw\visual_data\images\0725\cam_1\1690273526_03-25-26.jpg,data\raw\visual_data\labels\combined\0725\cam_1\1690273526_03-25-26.txt,12,2023-07-25 03:25:26,train
1690273541,cam_1,data\raw\visual_data\images\0725\cam_1\1690273541_03-25-41.jpg,data\raw\visual_data\labels\combined\0725\cam_1\1690273541_03-25-41.txt,12,2023-07-25 03:25:41,train
1690273556,cam_1,data\raw\visual_data\images\0725\cam_1\1690273556_03-25-56.jpg,data\raw\visual_data\labels\combined\0725\cam_1\1690273556_03-25-56.txt,12,2023-07-25 03:25:56,train
1690273571,cam_1,data\raw\visual_data\images\0725\cam_1\1690273571_03-26-11.jpg,data\raw\visual_data\labels\combined\0725\cam_1\1690273571_03-26-11.txt,12,2023-07-25 03:26:11,train
1690273586,cam_1,data\raw\visual_data\images\0725\cam_1\1690273586_03-26-26.jpg,data\raw\visual_data\labels\combined\0725\cam_1\1690273586_03-26-26.txt,12,2023-07-25 03:26:26,train
1690273601,cam_1,data\raw\visual_data\images\0725\cam_1\1690273601_03-26-41.jpg,data\raw\visual_data\labels\combined\0725\cam_1\1690273601_03-26-41.txt,12,2023-07-25 03:26:41,train
1690273616,cam_1,data\raw\visual_data\images\0725\cam_1\1690273616_03-26-56.jpg,data\raw\visual_data\labels\combined\0725\cam_1\1690273616_03-26-56.txt,12,2023-07-25 03:26:56,train
1690273631,cam_1,data\raw\visual_data\images\0725\cam_1\1690273631_03-27-11.jpg,data\raw\visual_data\labels\combined\0725\cam_1\1690273631_03-27-11.txt,12,2023-07-25 03:27:11,train
1690273646,cam_1,data\raw\visual_data\images\0725\cam_1\1690273646_03-27-26.jpg,data\raw\visual_data\labels\combined\0725\cam_1\1690273646_03-27-26.txt,12,2023-07-25 03:27:26,train
1690273661,cam_1,data\raw\visual_data\images\0725\cam_1\1690273661_03-27-41.jpg,data\raw\visual_data\labels\combined\0725\cam_1\1690273661_03-27-41.txt,11,2023-07-25 03:27:41,train
1690273676,cam_1,data\raw\visual_data\images\0725\cam_1\1690273676_03-27-56.jpg,data\raw\visual_data\labels\combined\0725\cam_1\1690273676_03-27-56.txt,11,2023-07-25 03:27:56,train
1690273691,cam_1,data\raw\visual_data\images\0725\cam_1\1690273691_03-28-11.jpg,data\raw\visual_data\labels\combined\0725\cam_1\1690273691_03-28-11.txt,11,2023-07-25 03:28:11,train
1690273706,cam_1,data\raw\visual_data\images\0725\cam_1\1690273706_03-28-26.jpg,data\raw\visual_data\labels\combined\0725\cam_1\1690273706_03-28-26.txt,12,2023-07-25 03:28:26,train
1690273721,cam_1,data\raw\visual_data\images\0725\cam_1\1690273721_03-28-41.jpg,data\raw\visual_data\labels\combined\0725\cam_1\1690273721_03-28-41.txt,12,2023-07-25 03:28:41,train
1690273736,cam_1,data\raw\visual_data\images\0725\cam_1\1690273736_03-28-56.jpg,data\raw\visual_data\labels\combined\0725\cam_1\1690273736_03-28-56.txt,12,2023-07-25 03:28:56,train
1690273751,cam_1,data\raw\visual_data\images\0725\cam_1\1690273751_03-29-11.jpg,data\raw\visual_data\labels\combined\0725\cam_1\1690273751_03-29-11.txt,12,2023-07-25 03:29:11,train
1690273766,cam_1,data\raw\visual_data\images\0725\cam_1\1690273766_03-29-26.jpg,data\raw\visual_data\labels\combined\0725\cam_1\1690273766_03-29-26.txt,11,2023-07-25 03:29:26,train
1690273781,cam_1,data\raw\visual_data\images\0725\cam_1\1690273781_03-29-41.jpg,data\raw\visual_data\labels\combined\0725\cam_1\1690273781_03-29-41.txt,12,2023-07-25 03:29:41,train
1690273796,cam_1,data\raw\visual_data\images\0725\cam_1\1690273796_03-29-56.jpg,data\raw\visual_data\labels\combined\0725\cam_1\1690273796_03-29-56.txt,12,2023-07-25 03:29:56,train
1690273811,cam_1,data\raw\visual_data\images\0725\cam_1\1690273811_03-30-11.jpg,data\raw\visual_data\labels\combined\0725\cam_1\1690273811_03-30-11.txt,12,2023-07-25 03:30:11,train
1690273826,cam_1,data\raw\visual_data\images\0725\cam_1\1690273826_03-30-26.jpg,data\raw\visual_data\labels\combined\0725\cam_1\1690273826_03-30-26.txt,12,2023-07-25 03:30:26,train
1690273841,cam_1,data\raw\visual_data\images\0725\cam_1\1690273841_03-30-41.jpg,data\raw\visual_data\labels\combined\0725\cam_1\1690273841_03-30-41.txt,12,2023-07-25 03:30:41,train
1690273856,cam_1,data\raw\visual_data\images\0725\cam_1\1690273856_03-30-56.jpg,data\raw\visual_data\labels\combined\0725\cam_1\1690273856_03-30-56.txt,12,2023-07-25 03:30:56,train
1690273871,cam_1,data\raw\visual_data\images\0725\cam_1\1690273871_03-31-11.jpg,data\raw\visual_data\labels\combined\0725\cam_1\1690273871_03-31-11.txt,11,2023-07-25 03:31:11,train
1690273886,cam_1,data\raw\visual_data\images\0725\cam_1\1690273886_03-31-26.jpg,data\raw\visual_data\labels\combined\0725\cam_1\1690273886_03-31-26.txt,11,2023-07-25 03:31:26,train
1690273901,cam_1,data\raw\visual_data\images\0725\cam_1\1690273901_03-31-41.jpg,data\raw\visual_data\labels\combined\0725\cam_1\1690273901_03-31-41.txt,11,2023-07-25 03:31:41,train
1690273916,cam_1,data\raw\visual_data\images\0725\cam_1\1690273916_03-31-56.jpg,data\raw\visual_data\labels\combined\0725\cam_1\1690273916_03-31-56.txt,11,2023-07-25 03:31:56,train
